nome_completo_do_carro,ano_de_venda,preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,Marca
Mahindra XUV500 W8 AWD,2014,13698.63,50000,Diesel,Individual,Manual,1º dono,15.1,2179.0,140.0,7.0,Mahindra
Maruti Zen D,2002,1643.84,60000,Diesel,Individual,Manual,2º dono,20.8,1527.0,58.0,5.0,Maruti
Mahindra Verito Vibe 1.5 dCi D6,2016,10273.97,100000,Diesel,Individual,Manual,1º dono,20.8,1461.0,64.1,5.0,Mahindra
Hyundai i20 Magna 1.2,2016,7534.25,57882,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Tata Safari Storme LX,2018,11986.3,142000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,5.0,Tata
Tata Safari Storme LX,2018,12191.78,140000,Diesel,Individual,Manual,3º dono,14.1,2179.0,147.94,5.0,Tata
Maruti Ertiga ZXI,2015,9589.04,35000,Gasolina,Individual,Manual,1º dono,16.02,1373.0,93.7,7.0,Maruti
Mahindra Bolero 2011-2019 SLX,2015,7534.25,30000,Diesel,Individual,Manual,1º dono,15.96,2523.0,62.1,7.0,Mahindra
Datsun GO T Petrol,2018,5479.45,10000,Gasolina,Individual,Manual,1º dono,19.83,1198.0,67.0,5.0,Datsun
Maruti Celerio VXI,2015,3972.6,30000,Gasolina,Individual,Manual,2º dono,23.1,998.0,67.04,5.0,Maruti
Tata Indigo CS LS (TDI) BS III,2012,2054.79,90000,Diesel,Individual,Manual,1º dono,19.09,1396.0,69.0,5.0,Tata
Maruti Eeco 7 Seater Standard BSIV,2015,4109.59,35000,Gasolina,Individual,Manual,2º dono,15.37,1196.0,73.0,7.0,Maruti
Maruti Wagon R LXI,2008,3027.4,35008,Gasolina,Distribuidora,Manual,1º dono,21.79,998.0,67.05,5.0,Maruti
Datsun RediGO T,2017,3698.63,31100,Gasolina,Distribuidora,Manual,1º dono,22.7,799.0,53.64,5.0,Datsun
Hyundai Xcent 1.1 CRDi Base,2014,6232.88,42312,Diesel,Distribuidora,Manual,1º dono,24.4,1120.0,71.0,5.0,Hyundai
Toyota Etios G Safety,2011,4109.59,72000,Gasolina,Distribuidora,Manual,1º dono,17.6,1496.0,88.7,5.0,Toyota
Toyota Etios Liva 1.4 GD,2014,6575.34,54891,Diesel,Distribuidora,Manual,1º dono,23.59,1364.0,67.04,5.0,Toyota
Hyundai Verna CRDi 1.6 AT SX Plus,2018,13698.63,30000,Diesel,Individual,Automatico,1º dono,22.0,1582.0,126.2,5.0,Hyundai
BMW 3 Series 320d Luxury Line Plus,2017,35616.44,44000,Diesel,Distribuidora,Automatico,1º dono,22.69,1995.0,190.0,5.0,BMW
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,25342.47,18890,Diesel,Distribuidora,Automatico,1º dono,11.36,2755.0,171.5,7.0,Toyota
Hyundai Santro Magna BSIV,2019,6849.32,5000,Gasolina,Individual,Manual,1º dono,20.3,1086.0,68.0,5.0,Hyundai
Mahindra Ssangyong Rexton RX7,2013,10958.9,117000,Diesel,Distribuidora,Automatico,1º dono,11.18,2696.0,184.0,7.0,Mahindra
Renault Koleos 2.0 Diesel,2013,13698.63,75010,Diesel,Distribuidora,Automatico,1º dono,13.73,1995.0,148.0,5.0,Renault
Tata Manza Club Class Quadrajet90 LS,2013,3424.66,50000,Diesel,Individual,Manual,1º dono,21.02,1248.0,88.8,5.0,Tata
Renault Pulse RxZ Optional,2012,3356.16,100000,Diesel,Distribuidora,Manual,1º dono,23.08,1461.0,63.1,5.0,Renault
Hyundai Grand i10 Magna AT,2019,8561.64,4337,Gasolina,Distribuidora,Automatico,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,7671.23,14495,Gasolina,Distribuidora,Manual,1º dono,18.78,999.0,75.0,5.0,Volkswagen
Honda Jazz 1.2 V i VTEC,2018,9315.07,8576,Gasolina,Distribuidora,Manual,1º dono,18.7,1199.0,88.7,5.0,Honda
Maruti Swift Dzire VDI,2019,9589.04,30000,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,5.0,Maruti
Tata Indigo eCS LX BSIV,2013,3013.7,80000,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,5.0,Tata
Tata Indigo CS LX (TDI) BS-III,2017,6164.38,70000,Diesel,Individual,Manual,1º dono,19.09,1405.0,69.01,5.0,Tata
Tata Tigor 1.2 Revotron XZA,2017,7191.78,19723,Gasolina,Distribuidora,Automatico,1º dono,20.3,1199.0,84.0,5.0,Tata
Toyota Innova 2.5 GX 7 STR,2009,8904.11,242000,Diesel,Individual,Manual,4º dono e acima,12.8,2494.0,102.0,7.0,Toyota
BMW 6 Series GT 630d Luxury Line,2018,75342.47,22000,Diesel,Individual,Automatico,1º dono,17.09,2993.0,261.4,4.0,BMW
Maruti Swift Dzire AMT ZDI Plus,2017,11986.3,30000,Diesel,Distribuidora,Automatico,1º dono,28.4,1248.0,74.02,5.0,Maruti
Hyundai i20 Asta Option 1.2,2019,10753.42,9000,Gasolina,Distribuidora,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Honda WR-V i-VTEC VX,2017,11232.86,30000,Gasolina,Distribuidora,Manual,1º dono,17.5,1199.0,88.7,5.0,Honda
BMW 3 Series GT Luxury Line,2016,40410.96,60000,Diesel,Distribuidora,Automatico,1º dono,21.76,1995.0,188.0,5.0,BMW
Toyota Innova Crysta 2.4 ZX MT,2016,26369.86,27000,Diesel,Distribuidora,Manual,1º dono,13.68,2393.0,147.51,7.0,Toyota
Honda WR-V i-DTEC VX,2017,12123.29,39000,Diesel,Distribuidora,Manual,1º dono,25.5,1498.0,98.6,5.0,Honda
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,9315.07,64000,Gasolina,Distribuidora,Automatico,1º dono,16.05,1499.0,110.4,5.0,Ford
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,13150.68,42000,Diesel,Distribuidora,Manual,1º dono,23.0,1498.0,98.96,5.0,Ford
Honda Brio 1.2 VX MT,2012,5273.97,45000,Gasolina,Distribuidora,Manual,1º dono,18.5,1198.0,86.8,5.0,Honda
Tata Harrier XZ,2019,22602.74,15000,Diesel,Distribuidora,Manual,1º dono,17.0,1956.0,167.67,5.0,Tata
Mahindra TUV 300 mHAWK100 T8,2018,12191.78,55000,Diesel,Distribuidora,Manual,1º dono,18.49,1493.0,100.0,7.0,Mahindra
Ford Endeavour 3.0L 4X4 AT,2015,17465.75,64000,Diesel,Distribuidora,Automatico,1º dono,11.4,2953.0,153.86,7.0,Ford
BMW 6 Series GT 630d Luxury Line,2018,82191.78,27000,Diesel,Distribuidora,Automatico,1º dono,17.09,2993.0,261.4,4.0,BMW
Maruti Ciaz Delta Automatic BSIV,2019,14041.1,15000,Gasolina,Distribuidora,Automatico,1º dono,20.28,1462.0,103.25,5.0,Maruti
Volkswagen Polo GT TSI,2016,9246.58,69000,Gasolina,Distribuidora,Automatico,1º dono,17.2,1197.0,103.6,5.0,Volkswagen
Maruti Swift Dzire ZXI Plus BS IV,2017,9589.04,80000,Gasolina,Distribuidora,Manual,1º dono,22.0,1197.0,81.8,5.0,Maruti
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,10684.93,60000,Diesel,Distribuidora,Manual,1º dono,22.77,1498.0,98.59,5.0,Ford
Hyundai Verna 1.6 SX CRDi (O),2017,14383.56,70000,Diesel,Distribuidora,Manual,1º dono,22.32,1582.0,126.32,5.0,Hyundai
Audi Q5 45 TDI quattro Technology,2015,36986.3,105000,Diesel,Distribuidora,Automatico,2º dono,13.22,2967.0,241.4,5.0,Audi
Tata Bolt Quadrajet XE,2016,5479.45,100000,Diesel,Individual,Manual,1º dono,22.95,1248.0,74.0,5.0,Tata
Mahindra Bolero 2011-2019 Plus Non AC,2011,5479.45,100000,Diesel,Individual,Manual,1º dono,15.96,2523.0,62.1,9.0,Mahindra
Maruti Alto LX BSIII,2009,1164.38,90000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Tata Hexa XM,2018,17808.22,35000,Diesel,Individual,Manual,1º dono,17.6,2179.0,153.86,7.0,Tata
Mahindra TUV 300 mHAWK100 T8,2018,11232.86,11500,Diesel,Individual,Manual,1º dono,18.49,1493.0,100.0,7.0,Mahindra
Mahindra TUV 300 T6 Plus AMT,2015,8493.15,40000,Diesel,Individual,Automatico,1º dono,18.49,1493.0,100.0,7.0,Mahindra
Renault KWID 1.0 RXL,2018,3561.64,50000,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,5.0,Renault
Hyundai Elantra S,2016,11027.4,49900,Gasolina,Distribuidora,Manual,1º dono,16.3,1797.0,147.5,5.0,Hyundai
Hyundai Grand i10 Asta,2015,6643.82,55380,Gasolina,Distribuidora,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,37136.99,9000,Diesel,Distribuidora,Automatico,1º dono,13.6,1999.0,177.0,5.0,Jaguar
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,11109.59,11000,Gasolina,Distribuidora,Manual,1º dono,17.0,1198.0,108.5,5.0,Tata
Honda Jazz 1.2 V AT i VTEC,2015,7876.71,50000,Gasolina,Individual,Automatico,1º dono,19.0,1199.0,88.7,5.0,Honda
Jeep Compass 2.0 Longitude Option BSIV,2018,22945.21,80000,Diesel,Individual,Manual,1º dono,17.1,1956.0,170.0,5.0,Jeep
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.62,11000,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,5.0,Skoda
Jaguar XF Diesel,2015,34246.58,13500,Diesel,Distribuidora,Automatico,1º dono,14.74,2993.0,270.9,5.0,Jaguar
Mercedes-Benz CLA 200 CGI Sport,2018,34931.51,18000,Gasolina,Distribuidora,Automatico,1º dono,15.04,1991.0,183.0,5.0,Mercedes-Benz
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,36986.3,16000,Gasolina,Distribuidora,Automatico,1º dono,14.74,1991.0,181.04,5.0,Mercedes-Benz
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,8904.11,18816,Gasolina,Distribuidora,Manual,1º dono,17.0,1198.0,73.75,5.0,Volkswagen
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,23958.89,33019,Diesel,Distribuidora,Manual,1º dono,13.68,2393.0,147.8,7.0,Toyota
Honda City V AT,2017,12671.23,18000,Gasolina,Distribuidora,Automatico,1º dono,15.6,1497.0,116.3,5.0,Honda
Toyota Glanza V CVT,2019,12260.26,9654,Gasolina,Distribuidora,Automatico,1º dono,19.56,1197.0,81.8,5.0,Toyota
Maruti Alto K10 VXI,2011,2397.26,11000,Gasolina,Distribuidora,Manual,1º dono,23.95,998.0,67.05,5.0,Maruti
Maruti Swift VXI,2012,4657.53,24300,Gasolina,Distribuidora,Manual,1º dono,21.21,1197.0,81.8,5.0,Maruti
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,20890.41,42163,Diesel,Distribuidora,Automatico,2º dono,11.36,2755.0,171.5,7.0,Toyota
Maruti Ciaz S 1.3,2017,11095.89,47747,Diesel,Distribuidora,Manual,1º dono,28.09,1248.0,88.5,5.0,Maruti
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,14041.1,8000,Diesel,Distribuidora,Automatico,1º dono,21.5,1497.0,108.5,5.0,Tata
BMW 3 Series 320d Luxury Line,2016,29452.05,30000,Diesel,Distribuidora,Automatico,1º dono,22.69,1995.0,190.0,5.0,BMW
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,12465.75,70000,Diesel,Individual,Manual,2º dono,12.99,2494.0,100.0,8.0,Toyota
Tata Indica V2 DLX BSIII,2016,4109.59,60000,Diesel,Individual,Manual,2º dono,17.88,1405.0,48.21,5.0,Tata
Maruti Zen LXi - BS III,2004,1643.84,80000,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,5.0,Maruti
Hyundai i20 Era 1.2,2015,6712.33,45900,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,5.0,Hyundai
Honda Amaze S i-Dtech,2013,5821.92,70000,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,5.0,Honda
Maruti Alto LXi,2011,2123.29,40000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra Scorpio SLE BSIV,2013,6712.33,90000,Diesel,Individual,Manual,2º dono,12.05,2179.0,120.0,8.0,Mahindra
Maruti Alto LXi BSIII,2010,1808.22,105000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Hyundai Elite i20 Diesel Sportz,2018,10273.97,30000,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.76,5.0,Hyundai
Maruti Wagon R VXI BS IV with ABS,2011,3082.19,20000,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,5.0,Maruti
Hyundai i10 Sportz,2011,3287.67,80000,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,5.0,Hyundai
Maruti Wagon R VXI,2004,456.86,90000,Gasolina,Individual,Manual,3º dono,18.9,998.0,67.1,5.0,Maruti
Chevrolet Spark 1.0,2010,1095.89,80000,Gasolina,Individual,Manual,2º dono,18.0,995.0,62.0,5.0,Chevrolet
Maruti 800 Std,2004,547.95,120000,Gasolina,Individual,Manual,1º dono,16.1,796.0,37.0,4.0,Maruti
Honda BRV i-DTEC V MT,2019,15068.49,50000,Diesel,Individual,Manual,2º dono,21.9,1498.0,98.6,7.0,Honda
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,37136.99,9000,Diesel,Distribuidora,Automatico,1º dono,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,70547.95,20000,Gasolina,Distribuidora,Automatico,1º dono,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,43835.62,45000,Diesel,Distribuidora,Automatico,1º dono,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,6890.41,110000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,52054.79,20000,Diesel,Individual,Automatico,1º dono,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,27397.26,68089,Gasolina,Concessionaria,Automatico,1º dono,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,3082.19,58343,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,10136.99,38817,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,7534.25,56494,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,10273.97,79328,Diesel,Concessionaria,Manual,2º dono,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,8904.11,5621,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,8561.64,25538,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,8219.18,69779,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.38,56290,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,73972.6,7500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,75342.47,8500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,10671.23,7032,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.62,11000,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,33904.11,2000,Diesel,Distribuidora,Automatico,1º dono,16.8,1984.0,150.0,5.0,Volvo
Hyundai Xcent 1.1 CRDi S,2016,5205.48,80000,Diesel,Individual,Manual,2º dono,24.4,1120.0,71.0,5.0,Hyundai
Tata New Safari DICOR 2.2 EX 4x2,2011,4109.59,120000,Diesel,Individual,Manual,2º dono,11.57,2179.0,138.1,7.0,Tata
Maruti Alto 800 LXI Anniversary Edition,2014,3287.67,50000,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Maruti Swift VDI,2011,4452.05,70000,Diesel,Individual,Manual,1º dono,22.9,1248.0,74.0,5.0,Maruti
Mahindra KUV 100 mFALCON D75 K6,2016,5479.45,130000,Diesel,Individual,Manual,1º dono,25.32,1198.0,77.0,6.0,Mahindra
Renault Lodgy Stepway 85PS RXZ 8S,2017,10958.9,50000,Diesel,Individual,Manual,1º dono,21.04,1461.0,83.8,8.0,Renault
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,13013.7,80000,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,5.0,Ford
Maruti Swift VDI,2013,4109.59,120000,Diesel,Individual,Manual,4º dono e acima,22.9,1248.0,74.0,5.0,Maruti
Maruti Alto 800 LXI,2020,4794.52,5000,Gasolina,Individual,Manual,1º dono,22.05,796.0,47.3,5.0,Maruti
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,7260.27,59000,Gasolina,Individual,Manual,1º dono,18.15,1198.0,82.0,5.0,Mahindra
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,4794.52,100000,Diesel,Individual,Manual,3º dono,18.2,1248.0,73.8,7.0,Chevrolet
Hyundai Sonata 2.4L AT,2008,2301.37,50000,Gasolina,Individual,Automatico,1º dono,11.0,2359.0,165.0,5.0,Hyundai
Renault KWID RXT,2016,3287.67,45000,Gasolina,Individual,Manual,2º dono,25.17,799.0,53.3,5.0,Renault
Maruti Swift Dzire VDi,2010,3013.7,80000,Diesel,Individual,Manual,4º dono e acima,19.3,1248.0,73.9,5.0,Maruti
Maruti Wagon R LXI Minor,2008,1506.85,80000,Gasolina,Individual,Manual,4º dono e acima,18.9,1061.0,67.0,5.0,Maruti
Maruti Vitara Brezza ZDi Plus,2016,11643.84,100000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Maruti Ertiga VDI,2014,7465.75,110000,Diesel,Individual,Manual,1º dono,20.77,1248.0,88.76,7.0,Maruti
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,28273.97,24000,Diesel,Individual,Manual,1º dono,13.68,2393.0,147.8,8.0,Toyota
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,13013.7,25000,Diesel,Individual,Manual,1º dono,25.1,1248.0,88.5,5.0,Maruti
Hyundai EON Magna Plus,2013,2739.73,68697,Gasolina,Individual,Manual,3º dono,21.1,814.0,55.2,5.0,Hyundai
Maruti Swift VDI Optional,2017,9041.1,30000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Honda Amaze VX i-DTEC,2013,5753.42,40000,Diesel,Individual,Manual,2º dono,25.8,1498.0,98.6,5.0,Honda
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,2054.79,29000,Gasolina,Individual,Manual,1º dono,16.5,1172.0,65.0,5.0,Tata
Chevrolet Beat Diesel LS,2013,2397.26,68000,Diesel,Individual,Manual,2º dono,25.44,936.0,57.6,5.0,Chevrolet
Honda Amaze S CVT i-VTEC,2018,10273.97,15000,Gasolina,Individual,Automatico,1º dono,18.1,1199.0,88.7,5.0,Honda
Maruti Ritz VDi,2014,5821.92,70000,Diesel,Individual,Manual,1º dono,23.2,1248.0,73.94,5.0,Maruti
Toyota Corolla Altis D-4D G,2015,10821.92,126000,Diesel,Individual,Manual,3º dono,21.43,1364.0,87.2,5.0,Toyota
Toyota Innova 2.5 V Diesel 7-seater,2011,11369.86,300000,Diesel,Individual,Manual,3º dono,12.8,2494.0,102.0,7.0,Toyota
Honda Mobilio RS i DTEC,2015,8904.11,94000,Diesel,Individual,Manual,2º dono,24.5,1498.0,98.6,7.0,Honda
Toyota Corolla Altis D-4D J,2015,10684.93,129000,Diesel,Individual,Manual,3º dono,21.43,1364.0,87.2,5.0,Toyota
Hyundai i10 Magna 1.1L,2010,2465.75,55000,Gasolina,Individual,Manual,2º dono,19.81,1086.0,68.05,5.0,Hyundai
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,11917.79,40000,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,5.0,Ford
Tata Manza Aura (ABS) Quadrajet BS IV,2011,3767.12,50000,Diesel,Individual,Manual,1º dono,21.12,1248.0,88.8,5.0,Tata
Hyundai i20 1.2 Asta Option,2017,8630.14,25000,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,5.0,Hyundai
Toyota Corolla H2,2008,2054.79,60000,Gasolina,Individual,Manual,2º dono,13.4,1794.0,125.0,5.0,Toyota
Maruti Alto 800 LXI,2016,4315.07,25000,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Tata Indigo CR4,2011,2589.04,70000,Diesel,Individual,Manual,2º dono,23.57,1396.0,70.0,5.0,Tata
Maruti Swift Dzire VDI,2014,7945.21,120000,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,5.0,Maruti
Maruti Vitara Brezza VDi,2018,11301.37,35000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Tata Safari Storme VX,2016,8904.11,60000,Diesel,Individual,Manual,2º dono,14.1,2179.0,148.0,7.0,Tata
Honda City 1.3 EXI,2004,684.93,62000,Gasolina,Individual,Manual,2º dono,13.0,1343.0,90.0,5.0,Honda
Skoda Fabia 1.2 MPI Ambition,2011,2739.73,120000,Gasolina,Individual,Manual,2º dono,16.25,1198.0,73.9,5.0,Skoda
Tata Venture LX 7 Str,2013,1849.32,120000,Diesel,Individual,Manual,3º dono,15.42,1405.0,70.0,7.0,Tata
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,9315.07,80000,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,5.0,Hyundai
Hyundai i20 1.4 Sportz,2017,9178.08,80000,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,5.0,Hyundai
BMW 5 Series 525d,2010,13698.63,60000,Diesel,Individual,Automatico,1º dono,16.73,1995.0,218.0,5.0,BMW
Maruti Alto K10 2010-2014 VXI,2010,3287.67,80000,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,5.0,Maruti
Force One SX ABS 7 Seating,2014,7602.74,147279,Diesel,Individual,Manual,2º dono,17.0,2200.0,139.01,7.0,Force
Skoda Rapid 1.6 TDI Ambition Plus,2013,6232.88,98000,Diesel,Individual,Manual,1º dono,20.5,1598.0,103.5,5.0,Skoda
Maruti Swift Dzire VDI,2018,10273.97,25000,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,5.0,Maruti
Maruti Swift Dzire AMT ZDI,2016,9589.04,90000,Diesel,Individual,Automatico,1º dono,26.59,1248.0,74.0,5.0,Maruti
Tata Nano XTA,2016,3013.7,22000,Gasolina,Individual,Automatico,1º dono,21.9,624.0,37.48,4.0,Tata
Tata Indica V2 eLX,2014,2191.78,120000,Diesel,Individual,Manual,1º dono,25.0,1396.0,69.0,5.0,Tata
Chevrolet Sail Hatchback Diesel,2013,3082.19,100000,Diesel,Individual,Manual,2º dono,22.1,1248.0,76.9,5.0,Chevrolet
Tata Indigo CS LX (TDI) BS III,2008,1917.81,120000,Diesel,Individual,Manual,2º dono,19.09,1396.0,69.0,5.0,Tata
Maruti Swift Dzire VDI,2014,8219.18,70000,Diesel,Individual,Manual,2º dono,23.4,1248.0,74.0,5.0,Maruti
Mahindra XUV500 W10 2WD,2015,13698.63,24700,Diesel,Individual,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Chevrolet Spark 1.0 LS,2008,890.41,100000,Gasolina,Individual,Manual,3º dono,18.0,995.0,62.0,5.0,Chevrolet
Maruti Ignis 1.2 Delta BSIV,2019,6849.32,10000,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,5.0,Maruti
Mahindra XUV500 W10 2WD,2017,15068.49,88754,Diesel,Distribuidora,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Mahindra XUV500 W6 2WD,2017,15753.42,43526,Diesel,Distribuidora,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Skoda Fabia 1.2 MPI Ambition Plus,2012,4383.56,55885,Gasolina,Distribuidora,Manual,1º dono,16.25,1198.0,75.0,5.0,Skoda
Ford Ecosport 1.5 Diesel Titanium,2019,13013.7,16034,Diesel,Distribuidora,Manual,1º dono,21.7,1498.0,98.96,5.0,Ford
Ford Figo Diesel EXI,2012,3424.66,156040,Diesel,Distribuidora,Manual,1º dono,20.0,1399.0,68.0,5.0,Ford
Ford Endeavour 2.5L 4X2 MT,2004,5479.45,93415,Diesel,Distribuidora,Manual,1º dono,13.1,2499.0,141.0,7.0,Ford
BMW 5 Series 520d,2008,15068.49,122000,Diesel,Individual,Automatico,2º dono,18.48,1995.0,177.0,5.0,BMW
Maruti Baleno Delta 1.3,2017,8219.18,20000,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Maruti Swift VVT VXI,2017,6986.29,46000,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,5.0,Maruti
Skoda Rapid 1.6 MPI Active BSIV,2016,5410.96,50000,Gasolina,Individual,Manual,3º dono,15.41,1598.0,103.2,5.0,Skoda
Maruti Wagon R VXI,2018,6424.66,5000,Gasolina,Individual,Manual,1º dono,21.79,998.0,67.05,5.0,Maruti
Maruti Alto 800 LX Optional,2017,3424.66,42000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Chevrolet Spark 1.0 LT,2011,1780.82,68519,Gasolina,Distribuidora,Manual,1º dono,16.2,995.0,62.1,5.0,Chevrolet
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,12410.96,30000,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,5.0,Ford
Ford Figo Diesel ZXI,2011,2191.78,85000,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.0,5.0,Ford
Maruti Swift Dzire VXi,2012,4109.59,88000,Gasolina,Individual,Manual,1º dono,17.5,1298.0,85.8,5.0,Maruti
Maruti 800 Uniq,2010,821.92,100000,Gasolina,Individual,Manual,4º dono e acima,14.0,796.0,37.5,5.0,Maruti
Maruti Swift Dzire VXI,2014,5479.45,100000,Gasolina,Individual,Manual,2º dono,19.1,1197.0,85.8,5.0,Maruti
Tata Tiago XT,2018,6164.38,22966,Gasolina,Distribuidora,Manual,1º dono,23.84,1199.0,84.48,5.0,Tata
Mahindra Bolero 2011-2019 SLX,2014,6369.86,80000,Diesel,Individual,Manual,2º dono,15.96,2523.0,62.1,7.0,Mahindra
Maruti Swift VDI,2012,4452.05,80000,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,5.0,Maruti
Maruti Alto LXi,2008,2054.79,70000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Hyundai EON Era Plus,2014,3424.66,2350,Gasolina,Individual,Manual,1º dono,21.1,814.0,55.2,5.0,Hyundai
